contact_id,acct_id,email,created_date,country
CT00006914,ACC0000037,contact6914@example.com,2022-11-24,DE
CT00006915,A0000822,contact6915@example.com,2024-10-30,DE
CT00006916,A0000566,contact6916@example.com,2021-09-27,FR
CT00006917,A0005081,contact6917@example.com,2022-05-21,FR
CT00006918,A0000084,contact6918@example.com,2021-12-18,US
CT00006919,A0004023,contact6919@example.com,2024-07-03,US
CT00006920,A0004260,contact6920@example.com,2024-03-15,PL
CT00006921,A0002938,contact6921@example.com,2021-03-24,FR
CT00006922,A0000194,contact6922@example.com,2021-11-16,DE
CT00006923,A0002609,contact6923@example.com,2021-02-03,FR
CT00006924,A0002637,contact6924@example.com,2022-10-11,DE
CT00006925,A0000958,contact6925@example.com,2023-06-29,FR
CT00006926,A0002940,contact6926@example.com,2024-09-13,FR
CT00006927,A0005322,contact6927@example.com,2021-11-26,DE
CT00006928,A0002179,contact6928@example.com,2024-03-18,US
CT00006929,A0000484,contact6929@example.com,2021-11-30,FR
CT00006930,A0001281,contact6930@example.com,2024-06-05,US
CT00006931,A0005881,contact6931@example.com,2024-08-06,US
CT00006932,A0002033,contact6932@example.com,2024-04-23,US
CT00006933,ACC0004423,contact6933@example.com,2022-06-21,PL
CT00006934,A0000617,contact6934@example.com,2021-07-01,DE
CT00006935,A0005409,contact6935@example.com,2024-05-31,FR
CT00006936,A0001183,contact6936@example.com,2024-04-16,PL
CT00006937,A0002566,contact6937@example.com,2024-08-23,DE
CT00006938,A0003212,contact6938@example.com,2022-06-07,US
CT00006939,A0004325,contact6939@example.com,2024-01-03,FR
CT00006940,A0004710,contact6940@example.com,2021-04-19,FR
CT00006941,ACC0000148,contact6941@example.com,2024-10-10,PL
CT00006942,A0005487,contact6942@example.com,2024-06-03,FR
CT00006943,A0003663,contact6943@example.com,2023-01-05,PL
CT00006944,A0004948,contact6944@example.com,2021-04-21,DE
CT00006945,A0001954,contact6945@example.com,2022-06-03,FR
CT00006946,A0005933,contact6946@example.com,2023-04-01,US
CT00006947,A0001539,contact6947@example.com,2023-02-12,PL
CT00006948,A0003015,contact6948@example.com,2021-01-27,FR
CT00006949,A0001216,contact6949@example.com,2023-09-25,FR
CT00006950,A0002287,contact6950@example.com,2023-03-22,US
CT00006951,A0005584,contact6951@example.com,2021-11-27,FR
CT00006952,A0004515,contact6952@example.com,2023-10-29,US
CT00006953,A0004365,contact6953@example.com,2024-07-08,FR
CT00006954,A0001229,contact6954@example.com,2024-02-21,DE
CT00006955,A0003016,contact6955@example.com,2021-03-08,PL
CT00006956,A0001057,contact6956@example.com,2021-10-19,US
CT00006957,A0002325,contact6957@example.com,2021-05-22,US
CT00006958,A0000709,contact6958@example.com,2022-10-21,PL
CT00006959,A0001957,contact6959@example.com,2022-05-04,DE
CT00006960,A0002236,contact6960@example.com,2023-07-19,FR
CT00006961,A0000939,contact6961@example.com,2023-03-13,DE
CT00006962,ACC0001778,contact6962@example.com,2023-01-26,PL
CT00006963,ACC0003112,contact6963@example.com,2022-03-15,US
CT00006964,A0003485,contact6964@example.com,2023-11-18,PL
CT00006965,A0005097,contact6965@example.com,2021-11-30,FR
CT00006966,ACC0002894,contact6966@example.com,2021-05-04,DE
CT00006967,A0004363,contact6967@example.com,2024-03-06,DE
CT00006968,A0003303,contact6968@example.com,2022-08-14,PL
CT00006969,A0001065,contact6969@example.com,2023-11-07,FR
CT00006970,A0003421,contact6970@example.com,2023-09-08,FR
CT00006971,A0003189,contact6971@example.com,2021-02-12,US
CT00006972,A0005679,contact6972@example.com,2021-07-21,US
CT00006973,A0002558,contact6973@example.com,2022-07-31,PL
CT00006974,A0004008,contact6974@example.com,2021-05-13,PL
CT00006975,ACC0002226,contact6975@example.com,2022-10-12,DE
CT00006976,A0004553,contact6976@example.com,2022-01-17,US
CT00006977,A0000140,contact6977@example.com,2023-08-19,US
CT00006978,A0000792,contact6978@example.com,2023-12-07,FR
CT00006979,A0005160,contact6979@example.com,2023-01-21,US
CT00006980,A0000059,contact6980@example.com,2021-09-26,FR
CT00006981,ACC0002578,contact6981@example.com,2022-12-25,DE
CT00006982,A0004373,contact6982@example.com,2024-03-14,FR
CT00006983,ACC0005724,contact6983@example.com,2024-01-04,PL
CT00006984,A0002232,contact6984@example.com,2021-09-20,FR
CT00006985,A0000922,contact6985@example.com,2022-02-17,US
CT00006986,A0004764,contact6986@example.com,2021-10-25,PL
CT00006987,A0005380,contact6987@example.com,2021-11-19,FR
CT00006988,A0002643,contact6988@example.com,2024-04-07,DE
CT00006989,A0000371,contact6989@example.com,2021-01-20,FR
CT00006990,A0004062,contact6990@example.com,2024-09-28,PL
CT00006991,A0000611,contact6991@example.com,2022-06-26,US
CT00006992,A0003169,contact6992@example.com,2022-07-18,FR
CT00006993,A0002741,contact6993@example.com,2022-03-24,US
CT00006994,A0000688,contact6994@example.com,2024-03-18,DE
CT00006995,A0004838,contact6995@example.com,2023-12-24,US
CT00006996,A0002721,contact6996@example.com,2023-04-26,PL
CT00006997,A0004654,contact6997@example.com,2021-07-19,FR
CT00006998,A0002686,contact6998@example.com,2022-10-29,DE
CT00006999,A0005777,contact6999@example.com,2023-11-12,FR
CT00007000,A0004542,contact7000@example.com,2021-09-05,PL
CT00007001,A0004342,contact7001@example.com,2024-10-02,DE
CT00007002,A0005919,contact7002@example.com,2024-08-31,FR
CT00007003,A0002226,contact7003@example.com,2024-04-27,PL
CT00007004,A0003865,contact7004@example.com,2024-03-18,PL
CT00007005,A0001980,contact7005@example.com,2023-05-12,FR
CT00007006,A0002840,contact7006@example.com,2023-04-29,US
CT00007007,A0000964,contact7007@example.com,2022-03-21,PL
CT00007008,A0005175,contact7008@example.com,2023-10-23,FR
CT00007009,A0002705,contact7009@example.com,2024-02-27,PL
CT00007010,A0003801,contact7010@example.com,2021-07-17,FR
CT00007011,ACC0003122,contact7011@example.com,2022-09-23,PL
CT00007012,A0002809,contact7012@example.com,2023-06-17,FR
CT00007013,A0004297,contact7013@example.com,2023-05-25,FR
CT00007014,A0004574,contact7014@example.com,2021-09-01,PL
CT00007015,ACC0003959,contact7015@example.com,2024-02-15,US
CT00007016,A0005761,contact7016@example.com,2022-06-14,DE
CT00007017,A0002292,contact7017@example.com,2024-04-18,DE
CT00007018,A0002699,contact7018@example.com,2023-05-24,US
CT00007019,A0001179,contact7019@example.com,2023-11-15,US
CT00007020,A0004846,contact7020@example.com,2022-08-15,PL
CT00007021,A0001956,contact7021@example.com,2022-04-14,DE
CT00007022,A0002280,contact7022@example.com,2022-12-11,FR
CT00007023,A0003389,contact7023@example.com,2021-11-22,FR
CT00007024,A0003326,contact7024@example.com,2023-11-06,DE
CT00007025,A0003371,contact7025@example.com,2021-03-18,DE
CT00007026,A0000827,contact7026@example.com,2024-05-17,US
CT00007027,A0001660,contact7027@example.com,2022-01-18,US
CT00007028,A0002427,contact7028@example.com,2023-03-20,US
CT00007029,A0000889,contact7029@example.com,2024-03-06,DE
CT00007030,A0002015,contact7030@example.com,2022-09-11,PL
CT00007031,ACC0005363,contact7031@example.com,2022-09-19,PL
CT00007032,A0003934,contact7032@example.com,2024-05-22,PL
CT00007033,A0005729,contact7033@example.com,2023-09-07,FR
CT00007034,A0004582,contact7034@example.com,2024-08-08,US
CT00007035,A0005542,contact7035@example.com,2023-10-26,FR
CT00007036,A0005148,contact7036@example.com,2022-05-05,FR
CT00007037,A0002560,contact7037@example.com,2022-10-19,FR
CT00007038,A0004676,contact7038@example.com,2024-09-10,US
CT00007039,A0003971,contact7039@example.com,2022-03-07,PL
CT00007040,A0000957,contact7040@example.com,2023-04-05,US
CT00007041,A0004708,contact7041@example.com,2024-06-16,FR
CT00007042,A0002627,contact7042@example.com,2023-09-27,FR
CT00007043,A0004885,contact7043@example.com,2024-01-02,US
CT00007044,A0002049,contact7044@example.com,2021-09-16,FR
CT00007045,A0005993,contact7045@example.com,2022-05-14,PL
CT00007046,A0001513,contact7046@example.com,2024-10-29,FR
CT00007047,A0000583,contact7047@example.com,2022-02-27,DE
CT00007048,A0004712,contact7048@example.com,2022-10-02,FR
CT00007049,A0004756,contact7049@example.com,2021-03-13,US
CT00007050,A0003676,contact7050@example.com,2021-01-12,FR
CT00007051,A0001580,contact7051@example.com,2021-10-06,PL
CT00007052,ACC0003029,contact7052@example.com,2021-08-18,US
CT00007053,A0005635,contact7053@example.com,2023-07-15,DE
CT00007054,A0004465,contact7054@example.com,2022-03-21,US
CT00007055,ACC0004668,contact7055@example.com,2021-01-23,DE
CT00007056,A0003687,contact7056@example.com,2021-09-23,DE
CT00007057,ACC0004800,contact7057@example.com,2023-08-10,PL
CT00007058,A0002120,contact7058@example.com,2024-03-20,US
CT00007059,A0000697,contact7059@example.com,2023-04-02,PL
CT00007060,A0001289,contact7060@example.com,2023-06-29,DE
CT00007061,A0002135,contact7061@example.com,2023-01-25,US
CT00007062,A0004017,contact7062@example.com,2024-01-12,US
CT00007063,A0000809,contact7063@example.com,2021-10-13,PL
CT00007064,A0001886,contact7064@example.com,2024-09-11,US
CT00007065,ACC0003425,contact7065@example.com,2021-10-01,US
CT00007066,A0002472,contact7066@example.com,2022-01-25,FR
CT00007067,A0004352,contact7067@example.com,2024-02-05,PL
CT00007068,A0002806,contact7068@example.com,2023-05-24,PL
CT00007069,A0000317,contact7069@example.com,2023-11-05,DE
CT00007070,A0002643,contact7070@example.com,2021-07-21,PL
CT00007071,A0002347,contact7071@example.com,2022-05-07,PL
CT00007072,A0002711,contact7072@example.com,2022-08-13,FR
CT00007073,A0005281,contact7073@example.com,2024-06-07,PL
CT00007074,A0002607,contact7074@example.com,2022-10-02,US
CT00007075,A0002367,contact7075@example.com,2024-05-25,US
CT00007076,A0005980,contact7076@example.com,2021-08-26,FR
CT00007077,A0002100,contact7077@example.com,2021-09-07,US
CT00007078,A0001694,contact7078@example.com,2024-05-22,FR
CT00007079,A0005377,contact7079@example.com,2024-06-17,PL
CT00007080,A0003810,contact7080@example.com,2021-10-06,FR
CT00007081,A0003559,contact7081@example.com,2023-05-03,US
CT00007082,A0005831,contact7082@example.com,2022-01-24,PL
CT00007083,A0003910,contact7083@example.com,2023-12-08,PL
CT00007084,A0000183,contact7084@example.com,2023-11-29,FR
CT00007085,A0004279,contact7085@example.com,2022-06-16,US
CT00007086,A0005310,contact7086@example.com,2024-05-01,DE
CT00007087,A0002259,contact7087@example.com,2024-06-01,PL
CT00007088,A0001108,contact7088@example.com,2022-11-03,FR
CT00007089,A0003627,contact7089@example.com,2021-11-08,US
CT00007090,A0005263,contact7090@example.com,2021-08-02,FR
CT00007091,A0003022,contact7091@example.com,2022-03-25,US
CT00007092,ACC0003660,contact7092@example.com,2023-06-07,US
CT00007093,A0004863,contact7093@example.com,2023-08-06,DE
CT00007094,A0000485,contact7094@example.com,2021-04-15,US
CT00007095,A0000315,contact7095@example.com,2021-01-04,US
CT00007096,ACC0004545,contact7096@example.com,2022-09-12,US
CT00007097,A0002509,contact7097@example.com,2021-07-30,DE
CT00007098,A0004033,contact7098@example.com,2021-11-30,DE
CT00007099,A0004557,contact7099@example.com,2024-03-25,PL
CT00007100,A0003698,contact7100@example.com,2022-10-31,FR
CT00007101,A0004598,contact7101@example.com,2021-12-24,FR
CT00007102,A0000538,contact7102@example.com,2024-04-02,FR
CT00007103,A0003120,contact7103@example.com,2022-04-11,PL
CT00007104,A0001854,contact7104@example.com,2021-06-27,US
CT00007105,A0000316,contact7105@example.com,2023-04-05,FR
CT00007106,ACC0004418,contact7106@example.com,2021-02-03,US
CT00007107,A0004538,contact7107@example.com,2023-04-18,US
CT00007108,A0000006,contact7108@example.com,2024-01-24,PL
CT00007109,A0001535,contact7109@example.com,2022-09-24,DE
CT00007110,A0004779,contact7110@example.com,2021-09-18,US
CT00007111,A0004944,contact7111@example.com,2023-06-01,DE
CT00007112,A0000857,contact7112@example.com,2022-08-23,PL
CT00007113,ACC0004973,contact7113@example.com,2024-08-29,PL
CT00007114,ACC0001498,contact7114@example.com,2024-09-07,DE
CT00007115,A0005734,contact7115@example.com,2023-02-08,US
CT00007116,A0003201,contact7116@example.com,2023-02-17,DE
CT00007117,A0000997,contact7117@example.com,2023-01-07,DE
CT00007118,ACC0001116,contact7118@example.com,2024-02-10,DE
CT00007119,A0003309,contact7119@example.com,2022-05-16,FR
CT00007120,A0005879,contact7120@example.com,2022-05-07,DE
CT00007121,A0005181,contact7121@example.com,2024-03-31,FR
CT00007122,A0005009,contact7122@example.com,2021-11-26,DE
CT00007123,A0000083,contact7123@example.com,2021-08-19,DE
CT00007124,A0005231,contact7124@example.com,2022-08-24,DE
CT00007125,A0005813,contact7125@example.com,2022-03-28,DE
CT00007126,A0003646,contact7126@example.com,2024-07-09,DE
CT00007127,A0001697,contact7127@example.com,2021-04-12,DE
CT00007128,A0003341,contact7128@example.com,2021-03-26,DE
CT00007129,A0001680,contact7129@example.com,2023-03-22,DE
CT00007130,A0005220,contact7130@example.com,2021-11-14,US
CT00007131,A0002329,contact7131@example.com,2021-05-11,FR
CT00007132,ACC0004329,contact7132@example.com,2024-08-09,US
CT00007133,A0004762,contact7133@example.com,2023-12-21,US
CT00007134,A0000389,contact7134@example.com,2024-09-15,PL
CT00007135,A0003373,contact7135@example.com,2023-04-02,PL
CT00007136,A0000743,contact7136@example.com,2022-02-11,FR
CT00007137,A0005498,contact7137@example.com,2023-08-29,PL
CT00007138,ACC0001277,contact7138@example.com,2021-05-09,DE
CT00007139,ACC0001322,contact7139@example.com,2021-04-19,DE
CT00007140,A0000740,contact7140@example.com,2023-02-07,US
CT00007141,A0001710,contact7141@example.com,2023-07-31,DE
CT00007142,A0004485,contact7142@example.com,2021-12-28,DE
CT00007143,A0000221,contact7143@example.com,2022-12-09,US
CT00007144,A0000721,contact7144@example.com,2021-12-09,FR
CT00007145,A0003213,contact7145@example.com,2022-09-20,PL
CT00007146,A0003336,contact7146@example.com,2024-03-02,DE
CT00007147,A0002045,contact7147@example.com,2021-11-14,US
CT00007148,ACC0002801,contact7148@example.com,2022-08-16,US
CT00007149,A0004105,contact7149@example.com,2023-10-24,US
CT00007150,A0000981,contact7150@example.com,2023-12-22,FR
CT00007151,A0004058,contact7151@example.com,2022-10-06,PL
CT00007152,A0004348,contact7152@example.com,2023-10-06,FR
CT00007153,A0000474,contact7153@example.com,2023-02-16,FR
CT00007154,A0003933,contact7154@example.com,2021-07-28,PL
CT00007155,A0005991,contact7155@example.com,2024-10-08,DE
CT00007156,A0000006,contact7156@example.com,2024-09-20,DE
CT00007157,ACC0002097,contact7157@example.com,2024-06-28,PL
CT00007158,A0003481,contact7158@example.com,2022-12-13,US
CT00007159,A0004047,contact7159@example.com,2021-01-25,PL
CT00007160,A0000344,contact7160@example.com,2024-09-03,FR
CT00007161,A0002803,contact7161@example.com,2022-09-13,PL
CT00007162,A0001371,contact7162@example.com,2023-11-09,US
CT00007163,A0004925,contact7163@example.com,2022-04-18,FR
CT00007164,A0000343,contact7164@example.com,2021-06-21,FR
CT00007165,ACC0002857,contact7165@example.com,2022-03-08,DE
CT00007166,A0000751,contact7166@example.com,2024-08-29,FR
CT00007167,A0000021,contact7167@example.com,2023-08-31,FR
CT00007168,A0003146,contact7168@example.com,2024-10-16,DE
CT00007169,A0001553,contact7169@example.com,2024-07-11,FR
CT00007170,A0000610,contact7170@example.com,2021-10-03,PL
CT00007171,A0001771,contact7171@example.com,2022-12-28,FR
CT00007172,A0004921,contact7172@example.com,2022-03-11,US
CT00007173,A0002537,contact7173@example.com,2023-05-03,PL
CT00007174,A0000622,contact7174@example.com,2024-03-26,DE
CT00007175,ACC0002412,contact7175@example.com,2022-04-28,FR
CT00007176,A0001300,contact7176@example.com,2021-03-31,PL
CT00007177,A0005402,contact7177@example.com,2023-01-30,US
CT00007178,A0001456,contact7178@example.com,2022-09-15,DE
CT00007179,A0003741,contact7179@example.com,2023-06-05,FR
CT00007180,A0004536,contact7180@example.com,2024-07-18,PL
CT00007181,A0000972,contact7181@example.com,2023-01-28,US
CT00007182,A0002781,contact7182@example.com,2024-06-23,PL
CT00007183,A0001286,contact7183@example.com,2022-10-01,US
CT00007184,A0000052,contact7184@example.com,2023-11-07,DE
CT00007185,A0003261,contact7185@example.com,2021-03-09,FR
CT00007186,A0005673,contact7186@example.com,2024-03-05,FR
CT00007187,A0002690,contact7187@example.com,2023-06-07,DE
CT00007188,A0005865,contact7188@example.com,2024-05-22,FR
CT00007189,ACC0004453,contact7189@example.com,2023-11-23,FR
CT00007190,A0003031,contact7190@example.com,2021-03-25,PL
CT00007191,A0002922,contact7191@example.com,2021-05-15,FR
CT00007192,A0000006,contact7192@example.com,2024-08-27,FR
CT00007193,A0004238,contact7193@example.com,2021-03-20,US
CT00007194,A0004887,contact7194@example.com,2024-01-07,US
CT00007195,A0000498,contact7195@example.com,2023-03-15,US
CT00007196,A0004764,contact7196@example.com,2023-11-04,US
CT00007197,A0001684,contact7197@example.com,2021-01-15,DE
CT00007198,A0004631,contact7198@example.com,2023-02-16,US
CT00007199,A0002543,contact7199@example.com,2024-07-15,US
CT00007200,A0004240,contact7200@example.com,2021-02-11,DE
CT00007201,A0002744,contact7201@example.com,2024-01-07,PL
CT00007202,A0005194,contact7202@example.com,2022-08-04,FR
CT00007203,A0002714,contact7203@example.com,2021-08-12,US
CT00007204,A0005171,contact7204@example.com,2021-10-18,FR
CT00007205,A0003975,contact7205@example.com,2022-04-18,DE
CT00007206,A0005603,contact7206@example.com,2022-01-09,DE
CT00007207,ACC0003049,contact7207@example.com,2024-09-14,PL
CT00007208,A0005470,contact7208@example.com,2022-11-25,US
CT00007209,A0000786,contact7209@example.com,2022-12-05,DE
CT00007210,A0002771,contact7210@example.com,2021-05-11,DE
CT00007211,A0000194,contact7211@example.com,2022-08-01,FR
CT00007212,A0004752,contact7212@example.com,2021-12-15,PL
CT00007213,A0000353,contact7213@example.com,2024-03-09,FR
CT00007214,A0004386,contact7214@example.com,2024-02-19,US
CT00007215,A0003414,contact7215@example.com,2022-03-25,US
CT00007216,A0001386,contact7216@example.com,2022-10-24,DE
CT00007217,A0001536,contact7217@example.com,2023-05-19,DE
CT00007218,A0001574,contact7218@example.com,2021-05-10,DE
CT00007219,A0005963,contact7219@example.com,2023-01-14,FR
CT00007220,A0001752,contact7220@example.com,2024-03-21,US
CT00007221,A0003197,contact7221@example.com,2024-05-14,US
CT00007222,A0003873,contact7222@example.com,2024-08-16,US
CT00007223,A0005823,contact7223@example.com,2022-07-13,DE
CT00007224,A0002292,contact7224@example.com,2022-11-12,US
CT00007225,A0001448,contact7225@example.com,2021-12-17,FR
CT00007226,A0002557,contact7226@example.com,2024-03-27,US
CT00007227,A0003160,contact7227@example.com,2023-06-05,DE
CT00007228,A0000906,contact7228@example.com,2021-01-05,PL
CT00007229,A0005880,contact7229@example.com,2022-06-20,DE
CT00007230,A0004783,contact7230@example.com,2022-10-04,US
CT00007231,A0003639,contact7231@example.com,2024-04-22,US
CT00007232,A0001193,contact7232@example.com,2021-11-22,FR
CT00007233,A0003287,contact7233@example.com,2021-11-27,FR
CT00007234,A0000626,contact7234@example.com,2023-04-25,PL
CT00007235,A0003190,contact7235@example.com,2022-08-06,DE
CT00007236,A0003874,contact7236@example.com,2024-10-04,US
CT00007237,A0000947,contact7237@example.com,2022-08-02,DE
CT00007238,A0004673,contact7238@example.com,2024-02-15,PL
CT00007239,A0005615,contact7239@example.com,2023-07-16,PL
CT00007240,A0000205,contact7240@example.com,2023-05-23,FR
CT00007241,A0005127,contact7241@example.com,2023-07-26,FR
CT00007242,A0002942,contact7242@example.com,2021-05-31,US
CT00007243,ACC0001616,contact7243@example.com,2024-03-12,US
CT00007244,A0002843,contact7244@example.com,2021-01-26,DE
CT00007245,A0000827,contact7245@example.com,2024-07-20,DE
CT00007246,A0002060,contact7246@example.com,2024-09-17,DE
CT00007247,A0003800,contact7247@example.com,2021-08-30,FR
CT00007248,ACC0001386,contact7248@example.com,2023-11-01,FR
CT00007249,A0000434,contact7249@example.com,2021-07-20,PL
CT00007250,A0001498,contact7250@example.com,2021-10-23,DE
CT00007251,A0004539,contact7251@example.com,2022-07-10,PL
CT00007252,A0000903,contact7252@example.com,2021-06-03,PL
CT00007253,A0001613,contact7253@example.com,2022-02-05,DE
CT00007254,A0000992,contact7254@example.com,2024-07-19,FR
CT00007255,ACC0005982,contact7255@example.com,2022-11-11,DE
CT00007256,A0000115,contact7256@example.com,2021-12-08,US
CT00007257,A0000471,contact7257@example.com,2023-07-19,US
CT00007258,A0002852,contact7258@example.com,2022-09-25,US
CT00007259,ACC0004325,contact7259@example.com,2021-06-23,PL
CT00007260,A0003725,contact7260@example.com,2021-09-14,US
CT00007261,A0001594,contact7261@example.com,2022-03-11,PL
CT00007262,A0002239,contact7262@example.com,2024-05-05,DE
CT00007263,A0005449,contact7263@example.com,2024-07-11,DE
CT00007264,A0003527,contact7264@example.com,2022-09-30,US
CT00007265,ACC0005674,contact7265@example.com,2022-04-16,FR
CT00007266,A0003655,contact7266@example.com,2023-01-29,PL
CT00007267,A0001358,contact7267@example.com,2021-12-10,FR
CT00007268,A0004804,contact7268@example.com,2022-09-12,DE
CT00007269,A0001196,contact7269@example.com,2022-11-05,US
CT00007270,A0004244,contact7270@example.com,2023-06-20,DE
CT00007271,ACC0004566,contact7271@example.com,2024-04-06,DE
CT00007272,ACC0000413,contact7272@example.com,2022-02-21,US
CT00007273,A0005068,contact7273@example.com,2022-08-05,DE
CT00007274,A0002604,contact7274@example.com,2022-11-19,DE
CT00007275,A0005478,contact7275@example.com,2023-09-29,PL
CT00007276,A0004173,contact7276@example.com,2022-08-22,US
CT00007277,A0003104,contact7277@example.com,2023-06-24,PL
CT00007278,A0004141,contact7278@example.com,2021-10-05,FR
CT00007279,A0001003,contact7279@example.com,2021-07-30,FR
CT00007280,A0004259,contact7280@example.com,2021-10-07,PL
CT00007281,A0000951,contact7281@example.com,2022-06-29,US
CT00007282,A0004944,contact7282@example.com,2021-10-06,US
CT00007283,A0005035,contact7283@example.com,2024-05-09,FR
CT00007284,ACC0001466,contact7284@example.com,2024-08-16,PL
CT00007285,A0001747,contact7285@example.com,2024-10-09,PL
CT00007286,A0003736,contact7286@example.com,2021-04-23,US
CT00007287,A0000282,contact7287@example.com,2021-04-20,DE
CT00007288,A0005700,contact7288@example.com,2024-02-18,PL
CT00007289,A0003482,contact7289@example.com,2022-03-24,DE
CT00007290,A0005584,contact7290@example.com,2023-05-18,US
CT00007291,ACC0005031,contact7291@example.com,2024-07-13,PL
CT00007292,A0005155,contact7292@example.com,2022-05-19,US
CT00007293,ACC0005505,contact7293@example.com,2022-02-12,US
CT00007294,A0003621,contact7294@example.com,2021-06-13,US
CT00007295,A0001805,contact7295@example.com,2023-05-19,PL
CT00007296,A0000162,contact7296@example.com,2022-09-23,PL
CT00007297,A0003990,contact7297@example.com,2022-02-17,US
CT00007298,A0000724,contact7298@example.com,2024-05-21,US
CT00007299,A0005381,contact7299@example.com,2021-10-04,DE
CT00007300,A0001655,contact7300@example.com,2021-07-20,DE
CT00007301,A0004906,contact7301@example.com,2024-04-05,FR
CT00007302,A0000555,contact7302@example.com,2023-05-01,DE
CT00007303,A0005777,contact7303@example.com,2024-06-08,PL
CT00007304,A0003362,contact7304@example.com,2022-06-22,FR
CT00007305,ACC0002453,contact7305@example.com,2024-05-20,DE
CT00007306,A0002232,contact7306@example.com,2023-11-02,FR
CT00007307,A0004372,contact7307@example.com,2024-11-01,FR
CT00007308,A0000397,contact7308@example.com,2022-04-13,FR
CT00007309,A0001995,contact7309@example.com,2021-12-21,FR
CT00007310,A0002483,contact7310@example.com,2021-10-20,FR
CT00007311,A0001873,contact7311@example.com,2022-01-28,DE
CT00007312,A0003924,contact7312@example.com,2024-03-10,US
CT00007313,A0004678,contact7313@example.com,2023-10-08,DE
CT00007314,A0001089,contact7314@example.com,2023-07-18,US
CT00007315,A0005628,contact7315@example.com,2023-01-17,PL
CT00007316,ACC0005534,contact7316@example.com,2023-05-31,PL
CT00007317,A0004922,contact7317@example.com,2024-02-05,FR
CT00007318,A0004550,contact7318@example.com,2022-01-05,PL
CT00007319,A0000433,contact7319@example.com,2024-03-22,DE
CT00007320,A0002529,contact7320@example.com,2021-12-12,US
CT00007321,A0000748,contact7321@example.com,2022-11-26,FR
CT00007322,A0005453,contact7322@example.com,2022-04-29,FR
CT00007323,A0004223,contact7323@example.com,2024-02-16,US
CT00007324,A0002850,contact7324@example.com,2024-09-26,DE
CT00007325,A0002459,contact7325@example.com,2024-05-07,US
CT00007326,A0003305,contact7326@example.com,2021-11-12,FR
CT00007327,A0002548,contact7327@example.com,2023-07-03,DE
CT00007328,A0001905,contact7328@example.com,2024-04-11,FR
CT00007329,A0002799,contact7329@example.com,2023-07-18,FR
CT00007330,A0003648,contact7330@example.com,2021-12-11,PL
CT00007331,A0002430,contact7331@example.com,2021-11-06,DE
CT00007332,A0004051,contact7332@example.com,2021-08-21,PL
CT00007333,A0000096,contact7333@example.com,2023-02-16,PL
CT00007334,A0004238,contact7334@example.com,2023-03-20,US
CT00007335,A0005526,contact7335@example.com,2021-05-10,US
CT00007336,A0002214,contact7336@example.com,2023-12-10,PL
CT00007337,A0003183,contact7337@example.com,2023-07-09,PL
CT00007338,A0004389,contact7338@example.com,2023-05-17,FR
CT00007339,A0004577,contact7339@example.com,2023-09-10,US
CT00007340,A0004165,contact7340@example.com,2022-06-27,FR
CT00007341,A0002620,contact7341@example.com,2024-02-15,FR
CT00007342,A0003291,contact7342@example.com,2024-06-14,DE
CT00007343,A0000367,contact7343@example.com,2023-05-13,PL
CT00007344,A0001912,contact7344@example.com,2022-08-24,FR
CT00007345,A0005857,contact7345@example.com,2021-10-28,FR
CT00007346,A0002662,contact7346@example.com,2024-08-23,DE
CT00007347,A0002816,contact7347@example.com,2024-01-24,US
CT00007348,A0004304,contact7348@example.com,2021-10-04,DE
CT00007349,A0000337,contact7349@example.com,2021-02-13,US
CT00007350,ACC0004818,contact7350@example.com,2023-05-20,DE
CT00007351,A0000819,contact7351@example.com,2021-02-28,PL
CT00007352,A0005977,contact7352@example.com,2023-01-29,DE
CT00007353,A0001013,contact7353@example.com,2022-04-27,DE
CT00007354,A0002375,contact7354@example.com,2024-03-06,DE
CT00007355,A0003987,contact7355@example.com,2023-07-14,DE
CT00007356,A0002718,contact7356@example.com,2022-10-04,FR
CT00007357,A0001846,contact7357@example.com,2022-02-10,DE
CT00007358,A0004484,contact7358@example.com,2022-05-17,DE
CT00007359,A0004775,contact7359@example.com,2024-03-21,PL
CT00007360,ACC0000450,contact7360@example.com,2023-01-06,PL
CT00007361,A0000208,contact7361@example.com,2022-08-11,PL
CT00007362,A0001894,contact7362@example.com,2021-03-20,DE
CT00007363,A0003821,contact7363@example.com,2024-03-07,FR
CT00007364,A0004538,contact7364@example.com,2022-06-17,US
CT00007365,ACC0001547,contact7365@example.com,2024-10-01,FR
CT00007366,ACC0000814,contact7366@example.com,2022-06-06,US
CT00007367,A0003739,contact7367@example.com,2021-11-18,US
CT00007368,ACC0000087,contact7368@example.com,2024-09-06,DE
CT00007369,A0003822,contact7369@example.com,2022-03-17,PL
CT00007370,ACC0000106,contact7370@example.com,2024-05-28,DE
CT00007371,A0003832,contact7371@example.com,2023-01-16,FR
CT00007372,A0000502,contact7372@example.com,2022-10-16,US
CT00007373,A0003013,contact7373@example.com,2023-09-25,FR
CT00007374,A0001468,contact7374@example.com,2022-05-06,FR
CT00007375,A0004562,contact7375@example.com,2024-03-05,PL
CT00007376,A0003666,contact7376@example.com,2023-01-10,FR
CT00007377,A0002219,contact7377@example.com,2021-04-29,US
CT00007378,A0001690,contact7378@example.com,2022-07-16,US
CT00007379,A0005295,contact7379@example.com,2022-11-14,US
